Div,Kode,Lembaga,D_P,D_NP,D_TOTAL,D_CERT_Y,D_CERT_N,D_P_ED_D1,D_P_ED_D2,D_P_ED_D3,D_P_ED_D4,D_P_ED_S1,D_P_ED_S2,D_P_ED_S3,D_P_ED_NONFORM,D_P_ED_INF,D_P_ED_MISC,D_P_ED_SP1,D_P_ED_SP2,D_P_ED_PROF,D_P_ED_NA
1,13100,Sekolah Tinggi Kelautan Dan Perikanan Indonesia ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13101,Sekolah Tinggi Ilmu Kesehatan Helvetia ,73,19,92,10,63,0,0,0,1,3,41,5,0,0,0,1,0,0,22
1,13102,Sekolah Tinggi Ilmu Kesehatan Medistra ,51,48,99,6,46,0,0,0,4,20,24,0,0,0,0,0,0,0,3
1,13104,Sekolah Tinggi Ilmu Kesehatan Deli Husada ,42,72,114,4,38,0,0,2,1,16,18,0,0,0,0,0,0,4,1
1,13105,STMIK Time ,16,5,21,3,13,0,0,0,0,3,10,0,0,0,0,0,0,0,3
1,13108,Sekolah Tinggi Ilmu Kesehatan Sumatera Utara ,25,19,44,2,23,0,0,1,0,9,14,0,0,0,0,0,0,0,1
1,13109,STMIK Logika ,49,9,58,5,44,0,0,0,0,18,26,0,0,0,0,0,0,0,5
1,13113,Sekolah Tinggi Teknik Poliprofesi ,44,0,44,1,43,0,0,0,0,36,8,0,0,0,0,0,0,0,0
1,13115,STMIK IBBI ,31,3,34,8,23,0,0,0,0,12,19,0,0,0,0,0,0,0,0
1,13118,STMIK Kaputama ,25,13,38,6,19,0,0,0,0,0,22,0,0,0,0,0,0,0,3
1,13119,Sekolah Tinggi Teknologi Sinar Husni ,6,1,7,0,6,0,0,0,0,2,4,0,0,0,0,0,0,0,0
1,13122,Sekolah Tinggi Ilmu Kesehatan Binalita Sudama ,5,9,14,0,5,0,0,0,0,3,2,0,0,0,0,0,0,0,0
1,13130,STMIK ITMI Medan ,3,10,13,0,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1,13131,STIPER Agrobisnis Perkebunan ,36,15,51,1,35,0,0,0,0,12,24,0,0,0,0,0,0,0,0
1,13134,STIE Akuntansi Dan Bisnis Internasional ,15,0,15,0,15,0,0,0,0,11,4,0,0,0,0,0,0,0,0
1,13140,STIKES Santa Elisabeth Medan ,53,41,94,7,46,0,0,0,12,19,17,0,0,0,0,0,0,0,5
1,13141,STIKES Putra Abadi Langkat ,31,20,51,0,31,0,0,2,3,7,16,0,0,0,0,1,0,0,2
1,13142,STIE Informasi Teknologi Dan Bisnis ,53,1,54,16,37,0,0,0,0,18,31,3,0,0,0,0,0,0,1
1,13147,STMIK Pelita Nusantara Medan ,36,0,36,1,35,0,0,0,0,17,12,0,0,0,0,0,0,0,7
1,13148,Sekolah Tinggi Ilmu Komputer Medan ,20,1,21,0,20,0,0,0,0,17,3,0,0,0,0,0,0,0,0
1,13150,STIE Nias Selatan ,18,8,26,4,14,0,0,0,0,2,16,0,0,0,0,0,0,0,0
1,13151,STKIP Nias Selatan ,27,13,40,1,26,0,0,0,0,0,26,0,0,0,0,0,0,0,1
1,13155,STMIK Kristen Neumann Indonesia ,11,3,14,0,11,0,0,0,0,0,11,0,0,0,0,0,0,0,0
1,13157,STMIK Triguna Dharma ,46,16,62,28,18,0,0,0,0,6,37,0,0,0,0,0,0,0,3
1,13158,Stba Persahabatan Internasional Asia ,28,16,44,0,28,0,0,0,0,5,23,0,0,0,0,0,0,0,0
1,13161,Sekolah Tinggi Ilmu Kesehatan RS Haji Medan ,24,40,64,0,24,0,0,1,6,3,13,0,0,0,0,0,0,0,1
1,13162,Sekolah Tinggi Ilmu Kesehatan Flora ,32,11,43,0,32,0,0,0,7,8,16,0,0,0,0,0,0,0,1
1,13163,STIE Professional Manajemen College Indonesia ,28,0,28,3,25,0,0,0,0,11,16,0,0,0,0,0,0,0,1
1,13165,STIE Mikroskill ,15,13,28,6,9,0,0,0,0,0,15,0,0,0,0,0,0,0,0
1,13168,STIKES Nauli Husada ,14,39,53,0,14,0,0,0,0,11,3,0,0,0,0,0,0,0,0
1,13171,STKIP Barus Tapanuli Tengah ,2,2,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,13172,STIKES Aufa Royhan ,22,2,24,0,22,0,0,0,0,0,10,0,0,0,0,0,0,0,12
1,13173,Sekolah Tinggi Manajemen Informatika dan Komputer Royal ,53,0,53,1,52,0,0,0,0,0,40,1,0,0,0,0,0,0,12
1,13175,STIKES Widya Husada Medan ,18,0,18,0,18,0,0,0,2,6,9,0,0,0,0,0,1,0,0
1,13176,Sekolah Tinggi Kesehatan Imelda Medan ,67,33,100,4,63,0,0,1,14,25,21,0,0,0,0,1,0,5,0
1,13177,STIKES Syuhada di Padangsidimpuan ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,13178,Sekolah Tinggi Ilmu Hukum Nias Selatan ,4,0,4,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,13179,S.T. Manajemen Bisnis Multi Sarana Manajemen Administrasi dan Rekayasa Teknologi ,8,0,8,0,8,0,0,0,0,0,6,0,0,0,0,0,0,0,2
1,13180,STIKES Nurliana Medan ,5,0,5,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1
1,13181,STIKOM Tunas Bangsa ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,13182,STMIK Methodist Binjai ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13183,STIKES Sakinah Husada Tanjung Balai ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13184,STIKES Darmais Padangsidimpuan ,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,13185,STIKES Senior Medan ,26,10,36,0,26,0,0,0,6,10,7,1,0,0,0,1,0,0,1
1,13186,STIKES Siti Hajar ,13,8,21,0,13,0,0,1,1,2,6,0,0,0,0,0,0,0,3
1,13187,Sekolah Tinggi Ilmu Ekonomi Profesional Indonesia ,5,0,5,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,3
1,14001,Akademi Perniagaan dan Perusahaan APIPSU Medan ,8,1,9,1,7,0,0,0,0,6,2,0,0,0,0,0,0,0,0
1,14002,Akademi Keuangan Perbankan Swadaya Medan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14005,Akademi Maritim Indonesia Medan ,22,6,28,5,17,0,0,4,0,10,7,1,0,0,0,0,0,0,0
1,14006,Akademi Akuntansi YPK Medan ,10,5,15,2,8,0,0,0,0,4,5,0,0,0,0,0,0,0,1
1,14008,Akademi Pariwisata Dan Perhotelan Darma Agung ,8,1,9,1,7,0,0,0,0,2,6,0,0,0,0,0,0,0,0
1,14010,Akademi Sekretari Manajemen Maria Goreti ,3,23,26,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1,14013,Akademi Teknik Indonesia Cut Meutia ,24,0,24,0,24,0,0,0,0,17,6,0,0,0,0,0,0,0,1
1,14020,Akademi Maritim Belawan ,19,1,20,0,19,0,0,1,0,6,3,0,0,0,0,0,0,0,9
1,14027,Akademi Sekretari Manajemen Cendana ,17,0,17,1,16,0,0,0,0,12,5,0,0,0,0,0,0,0,0
1,14029,Akademi Pariwisata Taman Harapan ,3,0,3,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1,14030,Akademi Teknik Industri Immanuel ,14,13,27,4,10,0,0,0,0,1,12,0,0,0,0,0,0,0,1
1,14036,AMIK Medan Business Polytechnic ,23,0,23,8,15,0,0,0,0,10,13,0,0,0,0,0,0,0,0
1,14037,Akademi Manajemen Informatika Dan Komputer Itmi ,3,0,3,0,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0
1,14039,Akademi Pariwisata Nusantara Medan ,4,1,5,1,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1,14040,AMIK Parbina Nusantara ,4,1,5,0,4,0,0,0,0,2,2,0,0,0,0,0,0,0,0
1,14041,Akademi Farmasi Indah Deli Serdang ,8,0,8,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0
1,14042,Akademi Kebidanan Nusantara 2000 ,5,1,6,0,5,0,0,0,0,1,3,0,0,0,0,0,0,0,1
1,14043,Akademi Manajemen Informatika & Komputer Universal ,9,25,34,0,9,0,0,0,0,0,8,1,0,0,0,0,0,0,0
1,14044,AMIK Widya Loka Medan ,9,1,10,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0
1,14045,AMIK Labuhan Batu ,8,2,10,1,7,0,0,0,0,0,7,0,0,0,0,0,0,0,1
1,14046,Akademi Manajemen Informatika Dan Komputer Logika ,21,0,21,3,18,0,0,0,0,11,10,0,0,0,0,0,0,0,0
1,14047,Akademi Kebidanan Sari Mutiara ,20,1,21,1,19,0,0,0,0,9,8,0,0,0,0,0,1,0,2
1,14052,Akademi Teknik Deli Serdang ,21,1,22,1,20,0,0,0,0,12,4,0,0,0,0,0,0,0,5
1,14053,Akademi Kebidanan Helvetia Medan ,30,2,32,0,30,0,0,0,7,5,16,0,0,0,0,0,0,0,2
1,14054,Akademi Kholisatur Rahmi ,6,20,26,0,6,0,0,1,0,3,2,0,0,0,0,0,0,0,0
1,14057,Akademi Kebidanan Bakti Inang Persada ,6,4,10,0,6,0,0,1,1,4,0,0,0,0,0,0,0,0,0
1,14058,AMIK Polibisnis Medan ,8,2,10,0,8,0,0,0,0,7,1,0,0,0,0,0,0,0,0
1,14059,Akademi Kebidanan Bina Husada Tebing Tinggi ,13,14,27,0,13,0,0,1,7,5,0,0,0,0,0,0,0,0,0
1,14060,Akademi Kebidanan Hendersen ,19,1,20,0,19,0,0,3,11,5,0,0,0,0,0,0,0,0,0
1,14061,AMIK Stiekom Sumatera Utara ,24,0,24,0,24,0,0,0,0,21,3,0,0,0,0,0,0,0,0
1,14062,Akademi Kebidanan Darmo Medan ,15,3,18,3,12,0,0,0,9,1,5,0,0,0,0,0,0,0,0
1,14067,Akademi Keperawatan Surya Nusantara ,8,0,8,0,8,0,0,0,0,4,3,1,0,0,0,0,0,0,0
1,14068,Akademi Manajemen Informatika & Komputer Multicom ,3,0,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1,14069,Akademi Keperawatan Teladan Bahagia ,5,3,8,0,5,0,0,0,0,3,2,0,0,0,0,0,0,0,0
1,14070,Akademi Kebidanan Sehat Medan ,5,18,23,1,4,0,0,0,1,0,4,0,0,0,0,0,0,0,0
1,14117,Akademi Manajemen Informatika Dan Komputer Medan ,12,0,12,0,12,0,0,0,0,11,0,0,0,0,0,1,0,0,0
1,14118,Akademi Manajemen Informatika & Komputer Royal ,30,0,30,1,29,0,0,0,0,2,26,0,0,0,0,0,0,0,2
1,14119,Akademi Keperawatan Indah ,10,0,10,0,10,0,0,0,0,9,1,0,0,0,0,0,0,0,0
1,14120,Akademi Kebidanan Indah ,10,4,14,0,10,0,0,0,5,4,1,0,0,0,0,0,0,0,0
1,14121,AMIK Intelcom Global Indo Kisaran ,28,43,71,16,14,0,0,0,0,11,14,1,0,0,0,0,0,0,2
1,14122,Akademi Kebidanan Langkat ,3,8,11,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,1
1,14123,AMIK Tunas Bangsa ,40,1,41,0,40,0,0,0,0,26,14,0,0,0,0,0,0,0,0
1,14125,Akademi Kebidanan Sentral ,11,7,18,0,11,0,0,1,3,1,6,0,0,0,0,0,0,0,0
1,14126,Akademi Informatika Dan Komputer Medicom ,100,29,129,0,100,0,0,0,0,97,0,1,0,0,0,0,1,0,1
1,14127,Akademi Kebidanan Agatha ,24,1,25,0,24,0,0,0,6,14,3,0,0,0,0,1,0,0,0
1,14128,Akademi Keperawatan Pemkab Tapanuli Utara ,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14133,Akademi Refraksi Optisi Binalita Sudama ,6,3,9,0,6,0,0,3,0,3,0,0,0,0,0,0,0,0,0
1,14134,Akademi Keperawatan Binalita Sudama ,12,1,13,0,12,0,0,0,0,8,4,0,0,0,0,0,0,0,0
1,14135,Akademi Teknik Elektro Medik Binalita Sudama ,3,4,7,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1
1,14137,Akademi Kebidanan Dewi Maya ,6,6,12,0,6,0,0,0,1,0,2,0,0,0,0,0,0,0,3
1,14138,Akademi Kebidanan Arta Kabanjahe ,5,10,15,2,3,0,0,1,0,2,2,0,0,0,0,0,0,0,0
1,14140,Akademi Pariwisata Medan Hotel School ,7,1,8,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,3
1,14141,Akademi Kebidanan Hasarma Medan ,4,0,4,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
1,14142,Akademi Keperawatan Helvetia Medan ,10,2,12,1,9,0,0,0,0,4,3,0,0,0,0,0,0,1,2
1,14143,Akademi Kebidanan Cipto Medan ,10,14,24,0,10,0,0,0,9,1,0,0,0,0,0,0,0,0,0
1,14145,Akademi Kebidanan Harapan Mama Deli Serdang ,9,3,12,2,7,0,0,2,1,0,6,0,0,0,0,0,0,0,0
1,14147,Akademi Keperawatan Darmo Medan ,14,7,21,0,14,0,0,2,2,8,1,0,0,0,0,0,0,0,1
1,14150,Akademi Kebidanan YYS Pendidikan Dr Rusdi Medan ,2,3,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,14152,Akademi Kebidanan Mitra Husada Medan ,38,6,44,0,38,0,0,0,18,15,5,0,0,0,0,0,0,0,0
1,14153,Akademi Kebidanan Hafsyah Medan ,4,11,15,0,4,0,0,0,1,1,2,0,0,0,0,0,0,0,0
1,14154,Akademi Kebidanan Ika Bina Labuhan Batu ,10,6,16,0,10,0,0,1,3,1,2,0,0,0,0,0,0,0,3
1,14157,Akademi Kebidanan Budi Mulia Medan ,7,8,15,0,7,0,0,0,2,4,1,0,0,0,0,0,0,0,0
1,14158,Akademi Kebidanan Sehati ,11,4,15,0,11,0,0,0,4,0,6,0,0,0,0,0,0,0,1
1,14160,Akademi Kebidanan Kesehatan Baru ,1,15,16,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,14163,AKPER Gita Matura Abadi Kisaran ,11,4,15,0,11,0,0,0,3,4,3,1,0,0,0,0,0,0,0
1,14165,AMIK Harapan Medan ,13,0,13,1,12,0,0,0,0,1,11,1,0,0,0,0,0,0,0
1,14166,Akademik Kebidanan Armina Centre Panyabungan ,12,1,13,0,12,0,0,0,5,4,3,0,0,0,0,0,0,0,0
1,14167,Akademi Kebidanan Matorkis ,14,10,24,0,14,0,0,0,1,11,2,0,0,0,0,0,0,0,0
1,14168,Akademi Keuangan Dan Perbankan ICM Cantrika Mitra ,7,1,8,0,7,0,0,1,0,5,1,0,0,0,0,0,0,0,0
1,14171,Akademi Kebidanan Takasima Kabanjahe ,7,2,9,0,7,0,0,0,4,2,1,0,0,0,0,0,0,0,0
1,14172,Akademi Kebidanan Mitra Syuhada Padangsidimpuan ,12,7,19,0,12,0,0,0,3,6,3,0,0,0,0,0,0,0,0
1,14173,Akademi Kebidanan Namira Kotanopan ,13,9,22,0,13,0,0,0,4,6,2,0,0,0,0,0,0,0,1
1,14174,Akademi Kebidanan Darmais Padangsidimpuan ,9,3,12,0,9,0,0,0,5,4,0,0,0,0,0,0,0,0,0
1,14175,Akademi Kebidanan Madina Husada ,5,9,14,0,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0
1,14176,Akademi Kebidanan Ibtisam Aulia ,5,8,13,0,5,0,0,1,0,1,3,0,0,0,0,0,0,0,0
1,14177,Akademi Kebidanan Bina Daya Husada ,4,3,7,0,4,0,0,1,0,2,1,0,0,0,0,0,0,0,0
1,14178,Akademi Kebidanan Delima ,7,8,15,0,7,0,0,1,0,5,0,0,0,0,0,0,0,1,0
1,14180,Akademi Kebidanan Baruna Husada Sibuhuan ,7,21,28,0,7,0,0,1,1,3,1,0,0,0,0,0,0,0,1
1,14181,Akademi Kebidanan Eunice Rajawali Binjai ,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
1,14183,Akademi Kebidanan As-Syifa Kisaran ,6,2,8,0,6,0,0,0,3,2,1,0,0,0,0,0,0,0,0
1,14184,Akademi Kebidanan Harapan Keluarga ,15,28,43,0,15,0,0,0,1,6,6,0,0,0,0,0,0,0,2
1,14186,Akademi Kebidanan Sari Husada ,5,4,9,0,5,0,0,0,2,0,3,0,0,0,0,0,0,0,0
1,14187,Akademi Akuntansi Profesional Indonesia ,1,4,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,14188,Akademi Keperawatan Arta Kaban Jahe ,7,0,7,3,4,0,0,0,0,2,5,0,0,0,0,0,0,0,0
1,14191,AKPER Tenaga Pembangunan Arjuna Laguboti ,8,3,11,0,8,0,0,1,5,0,1,0,0,0,0,0,0,0,1
1,14192,Akademi Kebidanan Palapa Husada ,7,5,12,0,7,0,0,0,0,2,5,0,0,0,0,0,0,0,0
1,14195,Akademi Perekam Medik Dan Infokes Imelda ,8,1,9,0,8,0,0,0,0,6,2,0,0,0,0,0,0,0,0
1,14196,Akademi Keperawatan Harapan Mama Deli Serdang ,7,4,11,0,7,0,0,0,1,5,1,0,0,0,0,0,0,0,0
1,14198,Akademi Kebidanan Paluta Husada ,5,13,18,0,5,0,0,2,0,2,0,0,0,0,0,0,0,0,1
1,14199,Akademi Keperawatan Columbia Asia ,7,2,9,1,6,0,0,0,0,5,2,0,0,0,0,0,0,0,0
1,14200,Akademi Keperawatan Bina Husada Tebing Tinggi ,8,2,10,0,8,0,0,0,0,6,0,0,0,0,0,0,0,2,0
1,14204,Akademi Keperawatan Sehat Binjai ,10,3,13,0,10,0,0,0,0,7,2,0,0,0,0,0,0,1,0
1,14205,Akademi Keperawatan Malahayati Medan ,9,2,11,0,9,0,0,0,3,4,1,0,0,0,0,0,0,0,1
1,14207,Akademi Kebidanan Kharisma Husada Binjai ,13,5,18,0,13,0,0,0,1,7,4,0,0,0,0,0,0,0,1
1,14209,Akademi Kebidanan Sifra Husada ,5,1,6,0,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0
1,14213,Akademi Manajemen Informatika dan Komputer Imelda ,11,0,11,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0
1,14214,Akademi Keperawatan Takasima Kabanjahe ,5,1,6,0,5,0,0,0,2,2,1,0,0,0,0,0,0,0,0
1,14215,Akademi Kebidanan Audi Husada Medan ,4,3,7,0,4,0,0,0,2,1,1,0,0,0,0,0,0,0,0
1,14216,Akademi Keperawatan RSU Herna ,12,2,14,0,12,0,1,0,0,8,3,0,0,0,0,0,0,0,0
1,14219,Akademi Kebidanan Bina Sejaktera Ameta ,5,1,6,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,2
1,14220,Akademi Keperawatan Abdi Florensia ,6,2,8,0,6,0,0,0,2,3,1,0,0,0,0,0,0,0,0
1,14222,Akademi Keperawatan Kesdam I/Bukit Barisan Pematang Siantar ,9,0,9,0,9,0,0,0,0,8,1,0,0,0,0,0,0,0,0
1,14223,Akademi Keperawatan Kesdam I/Bukit Barisan Binjai ,5,3,8,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,1
1,14224,Akademi Keperawatan Kesdam I/Bukit Barisan Medan ,14,0,14,0,14,0,0,0,0,8,6,0,0,0,0,0,0,0,0
1,14227,Akademi Farmasi Yayasan Tenaga Pembangunan Arjuna Laguboti ,6,0,6,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,4
1,14228,Akademi Keperawatan Sari Mutiara Medan ,8,0,8,1,7,0,0,0,0,0,7,0,0,0,0,0,0,0,1
1,14234,Akademi Keperawatan HKBP Balige ,5,2,7,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0
1,14236,Akademi Keperawatan Wirahusada Medan ,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,14238,Akademi Kebidanan Deli Husada Delitua Medan ,4,8,12,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,2
1,14239,Akademi Keperawatan Deli Husada Delitua Medan ,2,7,9,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,14240,Akademi Keperawatan Medistra Lubuk Pakam ,5,6,11,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,1
1,14241,Akademi Kebidanan Medistra Lubuk Pakam ,6,5,11,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0
1,14246,Akademi Keperawatan Bas Balimbangan Pematang Siantar ,3,0,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2
1,14248,ATRO Yayasan Amal Sinar Bhakti Medan ,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14249,Akademi Pendidikan Kesehatan Talitakum ,13,0,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,13
1,14250,Akademi Keperawatan RSU Hisarma Medan ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15003,Politeknik Unggul LP3M ,46,0,46,8,38,0,0,0,0,9,36,0,0,0,0,0,0,0,1
1,15004,Politeknik Ganesha ,20,2,22,0,20,0,0,0,0,15,4,0,0,0,0,0,0,0,1
1,15005,Politeknik Mandiri Bina Prestasi ,103,9,112,11,65,0,0,4,1,74,21,1,0,0,0,0,0,0,2
1,15007,Politeknik Profesional Mandiri ,37,0,37,0,18,0,0,0,4,29,4,0,0,0,0,0,0,0,0
1,15008,Politeknik Poliprofesi Medan ,43,0,43,0,43,0,0,0,0,29,9,0,0,0,0,0,0,0,5
1,15009,Politeknik LP3I Medan ,78,17,95,4,74,0,0,0,0,46,32,0,0,0,0,0,0,0,0
1,15010,Politeknik Tugu 45 Medan ,18,19,37,1,17,0,0,0,0,14,4,0,0,0,0,0,0,0,0
1,15011,Politeknik Santo Thomas ,29,7,36,9,20,0,0,0,0,17,11,0,0,0,0,0,1,0,0
1,15012,Politeknik Trijaya Krama ,13,7,20,0,13,0,0,0,0,12,1,0,0,0,0,0,0,0,0
1,15013,Politeknik Yanada ,8,0,8,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0
1,15015,Politeknik Tanjungbalai ,17,4,21,9,8,0,0,0,0,4,12,1,0,0,0,0,0,0,0
1,15016,Politeknik Kesehatan YRSU Dr Rusdi ,25,9,34,0,25,0,0,0,8,9,6,0,0,0,0,0,0,0,2
1,15017,Politeknik IT&B Medan ,53,3,56,2,51,0,0,0,1,23,27,1,0,0,0,0,0,0,1
1,15021,Politeknik Bisnis Indonesia ,7,9,16,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0
1,15022,Politeknik Gihon ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15023,Politeknik Wilmar Bisnis Indonesia ,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,21001,Universitas Muhammadiyah Palembang ,372,19,391,158,217,0,0,0,0,44,216,20,0,0,0,2,1,1,88
2,21002,Universitas Muhammadiyah Lampung ,35,27,62,4,31,0,0,0,0,13,16,3,0,0,0,0,0,0,3
2,21003,Universitas Sang Bumi Ruwa Jurai ,94,9,103,21,73,0,0,0,0,5,43,3,0,0,0,0,0,0,43
2,21004,Universitas Muhammadiyah Metro ,185,3,188,61,124,0,0,0,0,4,119,14,0,0,0,0,0,0,48
2,21005,Universitas Prof Dr Hazairin SH ,178,52,230,83,93,0,0,0,0,23,130,13,0,0,0,1,0,0,11
2,21006,Universitas Palembang ,92,0,92,62,30,0,0,0,0,8,75,8,0,0,0,0,0,0,1
2,21007,Universitas IBA ,61,1,62,46,18,0,0,0,0,1,57,3,0,0,0,0,0,0,0
2,21008,Universitas Tridinanti ,181,1,182,107,68,0,0,0,0,21,136,9,0,0,0,0,0,0,15
2,21009,Universitas Malahayati ,284,44,328,6,278,0,0,0,3,47,99,12,0,0,0,54,0,38,31
2,21010,Universitas Muhammadiyah Bengkulu ,252,6,258,99,152,0,0,0,0,37,194,15,0,0,0,0,0,0,6
2,21011,Universitas Tamansiswa ,90,10,100,30,60,0,0,0,0,11,77,2,0,0,0,0,0,0,0
2,21012,Universitas Bandar Lampung ,179,27,206,69,110,0,0,0,0,8,95,26,0,0,0,0,0,0,50
2,21013,Universitas Sjakhyakirti ,87,24,111,22,65,0,0,0,0,18,43,5,0,0,0,1,0,0,20
2,21014,Universitas Tulang Bawang ,52,63,115,8,44,0,0,0,0,9,28,2,0,0,0,0,0,0,13
2,21015,Universitas Baturaja ,110,29,139,40,70,0,0,0,0,20,77,6,0,0,0,0,0,0,7
2,21016,Universitas PGRI Palembang ,405,186,591,63,342,0,0,0,0,68,297,13,0,0,0,0,0,0,27
2,21017,Universitas Kader Bangsa ,109,39,148,3,106,0,0,0,28,35,28,2,0,0,0,1,0,0,15
2,21018,Universitas Ratu Samban ,52,6,58,5,47,0,0,0,0,32,19,1,0,0,0,0,0,0,0
2,21019,Universitas Bina Darma ,219,1,220,80,139,0,0,0,0,10,152,15,0,0,0,0,0,0,42
2,21021,Universitas Megou Pak Tulang Bawang ,77,29,106,0,77,0,0,0,0,44,24,1,0,0,0,0,1,0,7
2,21022,Universitas Islam Ogan Komering Ilir Kayuagung ,52,23,75,0,52,0,0,0,0,12,36,1,0,0,0,0,0,0,3
2,21023,Universitas Dehasen Bengkulu ,213,2,215,23,190,0,0,0,1,37,159,4,0,0,0,0,0,0,12
2,21024,Universitas Indo Global Mandiri ,137,29,166,20,113,0,0,0,0,43,85,4,0,0,0,0,0,0,5
2,21025,Universitas Musi Rawas ,56,11,67,6,50,0,0,0,0,5,50,1,0,0,0,0,0,0,0
2,21026,Universitas Nahdlatul Ulama Lampung ,36,0,36,0,36,0,0,0,0,0,6,0,0,0,0,0,0,0,30
2,21027,Universitas Katolik Musi Charitas ,94,41,135,31,63,0,0,0,1,13,63,2,0,0,0,1,0,2,12
2,22001,Institut Informatika Dan Bisnis Darmajaya ,109,12,121,47,62,0,0,0,0,23,72,6,0,0,0,0,0,0,8
2,23001,Sekolah Tinggi Ilmu Ekonomi Muhammadiyah Pringsewu ,8,3,11,2,6,0,0,0,0,1,7,0,0,0,0,0,0,0,0
2,23002,STKIP PGRI Lubuk Linggau ,97,3,100,8,89,0,0,0,0,4,88,3,0,0,0,0,0,0,2
2,23003,Sekolah Tinggi Ilmu Pertanian Surya Dharma ,14,0,14,4,10,0,0,0,0,6,7,1,0,0,0,0,0,0,0
2,23004,Sekolah Tinggi Ilmu Administrasi Bengkulu ,42,4,46,17,25,0,0,0,0,7,33,0,0,0,0,0,0,0,2
2,23005,STISIPOL Candradimuka ,76,16,92,9,67,0,0,0,0,5,55,6,0,0,0,0,0,0,10
2,23006,Sekolah Tinggi Ilmu Pertanian Dharma Wacana ,20,3,23,9,11,0,0,0,0,2,13,3,0,0,0,0,0,0,2
2,23008,STKIP PGRI Metro ,34,0,34,1,26,0,0,0,0,2,17,0,0,0,0,0,0,0,15
2,23009,Sekolah Tinggi Ilmu Ekonomi Pertiba ,31,7,38,3,28,0,0,0,0,6,19,6,0,0,0,0,0,0,0
2,23010,STKIP Muhammadiyah Kotabumi ,27,8,35,8,19,0,0,0,0,1,22,3,0,0,0,0,0,0,1
2,23011,STKIP Muhammadiyah Pringsewu ,65,0,65,12,54,0,0,0,0,4,55,1,0,0,0,0,0,0,5
2,23012,Sekolah Tinggi Ilmu Hukum Pertiba Pangkalpinang ,25,6,31,3,22,0,0,0,0,4,14,3,0,0,0,0,0,0,4
2,23013,STKIP PGRI Bandar Lampung ,118,4,122,14,104,0,0,0,0,24,84,10,0,0,0,0,0,0,0
